expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor,name_en,card_url_wiki,set_code_wiki,card_no_wiki,price_yen,original_price_yen,in_stock
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS01,桐生 一馬,（キリュウ カズマ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS01&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_170.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/東城会,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,EXS,ⓒSEGA,【永】【(V)】：あなたのターン中、あなたの、ソウルとバインドゾーンの〈龍が如く〉１枚につき、このユニットのパワー＋1000。【起】【(V)】【ターン1回】：【コスト】[(R)か手札から〈龍が如く〉を１枚ソウルに置く]ことで、あなたの山札を上から７枚見て、守護者を持たない〈龍が如く〉を１枚まで選び、公開して手札に加え、山札をシャッフルする。【自】【(V)】【ターン1回】：このユニットがアタックしたバトル終了時、【コスト】[【カウンターブラスト】(1)]することで、このユニットを【スタンド】させ、そのターン中、ドライブ－１。,-,Kazuma Kiryu,https://cardfight.fandom.com/wiki/Kazuma_Kiryu,VGE-DZ-BT14,DZ-BT14/EX01,14800,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS02,錦山 彰,（ニシキヤマ アキラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS02&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_171.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/東城会/錦山組,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【起】【ソウル】：あなたのヴァンガードが「桐生 一馬」を含むグレード３以上なら、【コスト】[このカード以外を【ソウルブラスト】(1)]することで、このカードを(R)にコールし、そのターン中、パワー＋5000。【自】：このユニットが(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、あなたの山札を上から７枚見て、〈錦山組〉を１枚まで選び、公開して手札に加え、山札をシャッフルする。公開しなかったなら、【カウンターチャージ】(1)。【自】【左前列の(R)】【ターン1回】：あなたのバトルフェイズに「桐生 一馬」を含むグレード３以上のあなたのヴァンガードが【スタンド】した時、あなたの、ソウルかバインドゾーンにライドデッキにした「麗奈」を含むカードがあるなら、【コスト】[【エネルギーブラスト】(3)]することで、このユニットを【スタンド】させ、そのターン中、パワー＋5000。,-,Akira Nishikiyama,https://cardfight.fandom.com/wiki/Akira_Nishikiyama,VGE-DZ-BT14,DZ-BT14/EX02,2980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS03,伊達 真,（ダテ マコト）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS03&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_172.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/警察,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【起】【ドロップ】：このターンに「桐生 一馬」を含むグレード３以上のあなたのヴァンガードが登場していて、「錦山 彰」を含むあなたのリアガードがいるなら、【コスト】[【エネルギーブラスト】(3)]することで、このカードを(R)にコールする。【永】【(R)/(G)】：あなたのヴァンガードが「桐生 一馬」を含むなら、このユニットのシールド＋5000。あなたのヴァンガードがグレード３以上なら、さらにパワー＋5000。,-,Makoto Date,https://cardfight.fandom.com/wiki/Makoto_Date,VGE-DZ-BT14,DZ-BT14/EX03,980,1280,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS04,真島 吾朗,（マジマ ゴロウ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS04&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_173.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/東城会/真島組,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「桐生 一馬」を含むなら、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。【永】【(R)】：あなたのヴァンガードが「桐生 一馬」を含むグレード３以上なら、このユニットのパワー＋5000。【自】【中央後列の(R)】：「桐生 一馬」を含むあなたのヴァンガードがアタックした時、【コスト】[このユニットを【レスト】させる]ことで、そのバトル中、そのユニットのパワーを、このユニットのパワー分、増やす。そのバトル終了時、さらに【コスト】[このユニットをソウルに置く]ことで、あなたのドロップから〈龍が如く〉を１枚選び、ソウルに置く。,-,Goro Majima,https://cardfight.fandom.com/wiki/Goro_Majima,VGE-DZ-BT14,DZ-BT14/EX04,9980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS05,狭山 薫,（サヤマ カオル）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS05&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_174.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/警察,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【起】【ドロップ】：このターンに「桐生 一馬」を含むグレード３以上のあなたのヴァンガードが登場していて、「郷田 龍司」を含むあなたのリアガードがいるなら、【コスト】[【エネルギーブラスト】(3)]することで、このカードを(R)にコールする。【永】【(G)】：あなたのヴァンガードが「桐生 一馬」を含むなら、このユニットのシールド＋5000。あなたのヴァンガードがグレード３以上なら、さらにシールド＋5000。,-,Kaoru Sayama,https://cardfight.fandom.com/wiki/Kaoru_Sayama,VGE-DZ-BT14,DZ-BT14/EX05,980,1480,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS06,郷田 龍司,（ゴウダ リュウジ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS06&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_175.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/近江連合,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【起】【ソウル】：あなたのヴァンガードが「桐生 一馬」を含むグレード３以上なら、【コスト】[このカード以外を【ソウルブラスト】(1)]することで、このカードを左前列の(R)にコールし、そのターン中、パワー＋5000。【自】【左前列の(R)】【ターン1回】：このユニットがアタックした時、あなたのヴァンガードが「桐生 一馬」を含むなら、以下を１つ行う。さらにあなたのヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。・【コスト】[【エネルギーブラスト】(3)]することで、１枚引く。・相手のヴァンガードがグレード３以上で、あなたの、ソウルかバインドゾーンにライドデッキにした「郷田 仁」を含むカードがあり、このバトルフェイズにあなたのヴァンガードが【スタンド】しているなら、【コスト】[手札から１枚捨てる]ことで、そのバトル中、このユニットはドライブチェックを行う。,-,Ryuji Goda,https://cardfight.fandom.com/wiki/Ryuji_Goda,VGE-DZ-BT14,DZ-BT14/EX06,1480,,false
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS07,峯 義孝,（ミネ ヨシタカ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS07&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_176.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/東城会/白峯会,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【自】：このユニットが左前列の(R)に登場した時、あなたのヴァンガードが「桐生 一馬」を含み、あなたのソウルに「アサガオ：大切な場所」があるなら、【コスト】[【エネルギーブラスト】(3)か手札から１枚ソウルに置く]ことで、１枚引く。【永】【左前列の(R)】：あなたのヴァンガードが「桐生 一馬」を含むグレード３以上なら、このユニットと同じ縦列の「神田 強」を含むあなたのユニットは後列からでもアタックとインターセプトでき、元々のパワーは15000になる。（相手ターンも有効）【自】【左前列の(R)】：「桐生 一馬」を含むグレード３以上のあなたのヴァンガードが、そのユニットが元々持つ能力で【スタンド】した時、「神田 強」を含むあなたのリアガードを１枚選び、そのターン中、このユニットのパワーを、そのユニットの元々のパワー分、増やす。相手のヴァンガードがグレード３以上で、「神田 強」を含むあなたのバインドゾーンがないなら、【コスト】[このユニットと同じ縦列の「神田 強」を含むユニットを１枚バインドする]ことで、そのターン中、あなたのヴァンガードのドライブ＋１。,-,Yoshitaka Mine,https://cardfight.fandom.com/wiki/Yoshitaka_Mine,VGE-DZ-BT14,DZ-BT14/EX07,3980,,false
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/EXS08,堂島 大吾,（ドウジマ ダイゴ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/EXS08&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_177.png,ノーマルユニット,ドラゴンエンパイア,龍が如く/東城会,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,EXS,ⓒSEGA,【自】【ドロップ】：「桐生 一馬」を含むグレード３以上のあなたのヴァンガードが登場した時、【コスト】[【エネルギーブラスト】(3)]することで、このカードを(R)にコールする。【自】：このユニットが(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、あなたのドロップから〈東城会〉のユニットカードを１枚選び、(R)にコールする。【自】【(R)】：このユニットが〈東城会〉にブーストされた時、そのバトル中、このユニットのパワー＋5000。,-,Daigo Dojima,https://cardfight.fandom.com/wiki/Daigo_Dojima,VGE-DZ-BT14,DZ-BT14/EX08,2980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR01,ユースベルク“龍吼燎騎・幻影”,（ユースベルク“ドラグフォース・アームズ・ファントム”）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR01&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_178.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン/幻影,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FFR,萩谷薫,【ドラグドレス】－【自】【(V)】：このユニットがアタックしたバトル終了時、あなたの手札から「滅龍燎騎」を含むカードを１枚まで選び、【スタンド】でライドし、そのターン中、ドライブ－２。ライドしたなら、そのターン終了時、あなたのソウルから「ユースベルク“龍吼燎騎・幻影”」を１枚選び、【レスト】でライドする。【起】【(V)】【ターン1回】：【コスト】[手札から１枚捨てる]ことで、あなたの山札を上から３枚見て、「滅龍燎騎」を含むカードか、グレード２以下を１枚まで選び、公開し、「滅龍燎騎」を含むなら手札に加え、違うなら(R)にコールする。残りすべてを捨ててよい。捨てなかったなら、それらを山札の下に望む順で置く。【自】【(V)】：あなたのメインフェイズ開始時、そのターン中、あなたは『あなたのヴァンガードがアタックした時、種族に〈ドラゴン〉を含むあなたのドロップ１枚につき、そのバトル中、そのユニットのパワー＋1000。』を得る。,-,"Youthberk ""Drægforce Arms: Fantôme""",https://cardfight.fandom.com/wiki/Youthberk_%22Dr%C3%A6gforce_Arms:_Fant%C3%B4me%22,VGE-DZ-BT14,DZ-BT14/001,5980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR02,ユースベルク“滅龍燎騎・赫絶”,（ユースベルク“ドラグフォーム・ダイナスト”）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR02&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_179.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン/幻影,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FFR,萩谷薫,【永】【山札】：あなたのヴァンガードが「ユース」を含むなら、このカードが赫月カードの能力で公開されている間、このカードは赫月カードとして扱う。【自】：このユニットが【ドラグドレス】能力で(V)に登場した時、以下すべてを行う。・そのターン中、あなたの前列のリアガードすべてのパワー＋5000。相手のヴァンガードがグレード３以上なら、さらにパワー＋5000。・【コスト】[【カウンターブラスト】(1)]することで、そのターン中、このユニットのドライブ＋１。相手のヴァンガードがグレード３以上なら、さらにクリティカル＋１。【ファントムスキル】－【自】【(V)】【ターン1回】：このユニットがアタックした時、【コスト】[手札かソウルかドロップから、赫月カードを合計１枚以上、２枚までバインドする]ことで、相手のリアガードを、このコストでバインドされたカードと同じ枚数選び、退却させ、そのターン中、あなたの前列のユニットすべてのパワー＋5000。あなたのバインドゾーンに赫月カードが３枚以上なら、さらにパワー＋5000。,-,"Youthberk ""DrægForm: Dynast""",https://cardfight.fandom.com/wiki/Youthberk_%22Dr%C3%A6gForm:_Dynast%22,VGE-DZ-BT14,DZ-BT14/002,5980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR03,無双の幻真獣 ザルヴァ・ドラグニア,（ムソウノゲンマジュウ ザルヴァ・ドラグニア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR03&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_180.png,ノーマルユニット,ドラゴンエンパイア,幻真獣,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FFR,萩谷薫,【自】：このユニットが手札から(R)に登場した時、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から７枚見て、「ヴァルガ」を含むユニットカードを１枚まで選び、公開して手札に加え、山札をシャッフルする。【永】：あなたのヴァンガードが「ヴァルガ」を含むグレード３以上なら、このカードは以下すべてを得る。・【永】【(R)】：あなたのターン中、このユニットのパワー＋5000し、このユニットと同じ横列の他のリアガードすべてがこのユニットと別名なら、このユニットは『ブースト』を得て、あなたのカードの効果で退却しない。・【自】【(R)】【ターン1回】：バトルフェイズにあなたのヴァンガードが【スタンド】した時、そのターン中、このユニットのパワー＋5000し、このユニットと同じ横列の他のリアガードすべてがこのユニットと別名で、このファイトであなたが【ディヴァインスキル】を使っているなら、【コスト】[【エネルギーブラスト】(3)]することで、さらにクリティカルを２にする。,-,"Mythisch of Unparalleled, Zalva Dragnia","https://cardfight.fandom.com/wiki/Mythisch_of_Unparalleled,_Zalva_Dragnia",VGE-DZ-BT14,DZ-BT14/003,4980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR04,ドラグリッター ウアターハ,（ドラグリッター ウアターハ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR04&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_181.png,ノーマルユニット,ドラゴンエンパイア,ドラゴロイド/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FFR,ひと和,【自】：このユニットが、手札から(R)に登場した時か、赫月カードの能力で(R)に登場した時、あなたの山札を上から５枚見て、種族に〈ドラゴン〉を含むカードと、オーダーカードをそれぞれ１枚まで選び、捨て、山札をシャッフルする。【永】【(R)/(G)】：種族に〈ドラゴン〉を含むあなたのドロップが５枚以上なら、このユニットは『インターセプト』を得て、後列からでもインターセプトできる。あなたのバインドゾーンに赫月カードがあるなら、さらにシールド＋5000。,-,"Dragritter, Uathaach","https://cardfight.fandom.com/wiki/Dragritter,_Uathaach",VGE-DZ-BT14,DZ-BT14/004,1980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR05,魔王竜 ガブエリウス “幻影”,（マオウリュウ ガブエリウス “ファントム”）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR05&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_182.png,ノーマルユニット,ダークステイツ,アビスドラゴン/幻影,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FFR,タカヤマトシアキ,【自】【(V)】：このユニットがアタックした時、【コスト】[【カウンターブラスト】(1)，リアガードを２枚ソウルに置く]ことで、あなたのドロップからグレード３以下を２枚まで選び、それぞれ同じ縦列の(R)にコールし、そのターン終了時、そのコールされたユニットすべてをソウルに置く。【ファントムスキル】－【起】【(V)】【ターン1回】：【コスト】[手札かソウルかドロップから、赫月カードを１枚バインドする]ことで、以下すべてを行う。・そのターン中、あなたは『あなたのバインドゾーンの赫月カードが１枚以上なら、あなたの前列のユニットすべてのパワー＋5000。３枚以上なら、＋5000ではなく＋10000。』を得る。・次の相手のターン終了時まで、次に相手のドライブチェックで【クリティカル】が出た際、そのトリガー効果を1つ選び、無効にする。・次のあなたのターン開始時、そのターン中、あなたは『「ガブエリウス」を含むグレード３以上のあなたのヴァンガードは、直前の相手のターンにあなたが【ファントムスキル】能力で無効にしたトリガー効果を得る。』を得る。,-,"Demonic Lord Dragon, Gabwelius ""Fantôme""","https://cardfight.fandom.com/wiki/Demonic_Lord_Dragon,_Gabwelius_%22Fant%C3%B4me%22",VGE-DZ-BT14,DZ-BT14/005,2980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR06,スチームメイデン スパイラルキューティ,（スチームメイデン スパイラルキューティ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR06&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_183.png,ノーマルユニット,ダークステイツ,ギアロイド/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FFR,椿春雨,【自】：ライドデッキからライドする際にこのカードが手札から捨てられた時、あなたのヴァンガードが〈幻影〉なら、【コスト】[【ソウルブラスト】(1)か【エネルギーブラスト】(3)]することで、あなたの山札から赫月カードを１枚まで探し、公開して手札に加え、山札をシャッフルする。【自】：このユニットが手札から(G)に置かれた時、あなたのヴァンガードが〈幻影〉なら、【コスト】[【カウンターブラスト】(1)か【エネルギーブラスト】(3)]することで、１枚引く。,-,"Steam Maiden, Spiral Cutie","https://cardfight.fandom.com/wiki/Steam_Maiden,_Spiral_Cutie",VGE-DZ-BT14,DZ-BT14/006,5980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR07,零の幻真獣 グリヴァルディ,（ゼロノゲンマジュウ グリヴァルディ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR07&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_184.png,ノーマルユニット,ダークステイツ,幻真獣,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FFR,DaisukeIzuka,【永】：このカードは《ケテルサンクチュアリ》にも属する。【永】：あなたのヴァンガードが「ブラグドマイヤー」を含むグレード３以上なら、このカードは以下すべてを得る。・【自】【ソウル/ドロップ】：あなたのメインフェイズ開始時、このカードと同名のあなたのリアガードがいないなら、このカードを(R)にコールしてよい。コールしたなら、そのターン終了時、このユニットを山札の下に置く。・【自】【(R)】：あなたのバトルフェイズ開始時、そのターン中、このユニットのパワー＋5000し、あなたのリアガードを１枚選び、そのターン中、『ブースト』を与える。・【自】【(R)】：あなたのヴァンガードがアタックしたバトル終了時、このファイトであなたが「ブラグドマイヤー」を含むグレード３以上の【ディヴァインスキル】を使っていて、このバトルフェイズにあなたのリアガードが【スタンド】していないなら、【コスト】[【エネルギーブラスト】(3)]することで、このユニットと同じ縦列のあなたのリアガードすべてを【スタンド】させる。,-,"Mythisch of Zero, Grivardhy","https://cardfight.fandom.com/wiki/Mythisch_of_Zero,_Grivardhy",VGE-DZ-BT14,DZ-BT14/007,3980,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR08,リヴァレントダガー・ドラゴン,（リヴァレントダガー・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR08&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_185.png,ノーマルユニット,ダークステイツ,アビスドラゴン/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FFR,ダイエクスト,【起】【ドロップ】：あなたのヴァンガードが「ガブエリウス」を含むグレード３以上で、あなたのリアガードすべてがこのカードと別名なら、【コスト】[【エネルギーブラスト】(3)]することで、このカードを(R)にコールする。【自】【(R)】【ターン1回】：このユニットがアタックした時、あなたのヴァンガードが「ガブエリウス」を含むグレード３以上なら、【コスト】[【ソウルブラスト】(1)]することで、そのターン中、このユニットのパワー＋5000。あなたのバインドゾーンに赫月カードが２枚以上なら、＋5000ではなく＋10000。,-,Reverent Dagger Dragon,https://cardfight.fandom.com/wiki/Reverent_Dagger_Dragon,VGE-DZ-BT14,DZ-BT14/008,1480,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR09,幻真獣機神 “月天巨星”アングボルド,（ゲンマジュウキシン “ゲッテンキョセイ”アングボルド）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR09&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_186.png,ノーマルユニット,ブラントゲート,幻真獣,グレード 3,パワー 28000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FFR,中村エイト,【永】：このカードは、ライドできず、(R)にコールできない。【起】【手札】：あなたのオーダーゾーンに「月の門」があるなら、【コスト】[【ソウルブラスト】(1)，このカードを公開する]ことで、あなたのオーダーゾーンからこのカードと別名の「幻真獣」を含むカードを１枚選び、手札に加える。加えたなら、このカードをオーダーゾーンに置く。【自】【オーダーゾーン】：「ヴェイズルーグ」を含むあなたのヴァンガードがアタックした時、このバトルで「幻真獣」を含むあなたのユニットが山札に置かれていないなら、【コスト】[「ロズトニル」、「ガルズオルムス」、「へルグヴァール」を含むユニットカードをそれぞれ１枚ずつ、(R)から１枚以上とドロップから２枚まで、合計３枚山札の下に望む順で置く]ことで、そのターン中、このカードの【永】能力を無効にする。【自】【(R)】：各ターン終了時、このユニットを退却させる。,-,"Mythisch Machine Deity, ""Mondgestirn"" Angrbold","https://cardfight.fandom.com/wiki/Mythisch_Machine_Deity,_%22Mondgestirn%22_Angrbold",VGE-DZ-BT14,DZ-BT14/009,2480,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FFR10,裁秤大隊指揮官 アルグリーヴラ “幻影”,（ライヴレイト・コマンダー アルグリーヴラ “ファントム”）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FFR10&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_187.png,ノーマルユニット,ブラントゲート,スペースドラゴン/幻影,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FFR,ナブランジャ,【起】【(V)】【ターン1回】：【コスト】[手札からプロダクトカードを１枚以上、３枚まで公開する]ことで、このコストで公開されたカードすべてをオーダーゾーンに置き、１枚引く。２枚以上置いたなら、そのターン中、このユニットのパワー＋5000。【起】【(V)】【ターン1回】：【コスト】[【カウンターブラスト】(1)，【ソウルブラスト】(1)]することで、あなたのオーダーゾーンから、「裁秤」を含むそれぞれ別名のプロダクトを、相手のヴァンガードのグレードと同じ枚数まで選び、稼働させる。【ファントムスキル】－【起】【(V)】【ターン1回】：【コスト】[手札かソウルかドロップから、赫月カードを１枚バインドする]ことで、過充填能力を持つそれぞれ別名のあなたのリアガードを、相手のヴァンガードのグレードと同じ枚数まで選び、そのターン中、パワー＋5000。３枚以上選んだなら、そのターン中、このユニットのドライブ＋１。,-,"Leibrecht Commander, Aelquilibra ""Fantôme""","https://cardfight.fandom.com/wiki/Leibrecht_Commander,_Aelquilibra_%22Fant%C3%B4me%22",VGE-DZ-BT14,DZ-BT14/010,2480,,true
