expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor,name_en,card_url_wiki,set_code_wiki,card_no_wiki
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/052,忍竜 シキンタン,（ニンリュウ シキンタン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/052&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_052.png,トリガーユニット,ドラゴンエンパイア,アビスドラゴン,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,C,七片藍,（【治】はデッキに合計４枚まで入れられる）,里の秘薬は取り除く。傷も、痛みも、恐れすらも。,"Stealth Dragon, Shikintan","https://cardfight.fandom.com/wiki/Stealth_Dragon,_Shikintan",VGE-DZ-SS16,DZ-SS16/052
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/053,スワンキィ・エンスローラー,（スワンキィ・エンスローラー）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/053&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_053.png,トリガーユニット,ダークステイツ,エルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,祀花よう子,-,軽やかに舞う一筋の流星が、あなたの視線を奪い去る。,Swanky Enthraller,https://cardfight.fandom.com/wiki/Swanky_Enthraller,VGE-DZ-SS16,DZ-SS16/053
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/054,シルキィスカイ・アクトレス,（シルキィスカイ・アクトレス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/054&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_054.png,トリガーユニット,ダークステイツ,エルフ,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,C,霜月友,-,夜空に咲く大輪の花は、今宵も喝采に包まれる。,Silky Sky Actress,https://cardfight.fandom.com/wiki/Silky_Sky_Actress,VGE-DZ-SS16,DZ-SS16/054
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/055,イントレピッド・スピナー,（イントレピッド・スピナー）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/055&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_055.png,トリガーユニット,ダークステイツ,ワービースト,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,フロントトリガー＋10000,スタンダード,C,サカヤギ,-,いつもより、ちょっと多めにまわしてますよ～ぅ！,Intrepid Spinner,https://cardfight.fandom.com/wiki/Intrepid_Spinner,VGE-DZ-SS16,DZ-SS16/055
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/056,ギャンブリング・ジャグラー,（ギャンブリング・ジャグラー）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/056&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_056.png,トリガーユニット,ダークステイツ,エルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,C,三越はるは,（【治】はデッキに合計４枚まで入れられる）,スリルが無きゃ、ちっとも楽しくないでしょう？,Gambling Juggler,https://cardfight.fandom.com/wiki/Gambling_Juggler,VGE-DZ-SS16,DZ-SS16/056
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/057,チェイン・ライクラスタ,（チェイン・ライクラスタ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/057&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_057.png,トリガーユニット,ブラントゲート,サイバーゴーレム,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,山崎太郎,-,圧倒的な質量が、不可逆の変質を与える。,Chain-like Cluster,https://cardfight.fandom.com/wiki/Chain-like_Cluster,VGE-DZ-SS16,DZ-SS16/057
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/058,光束の撃手 ルミノフラクス,（コウソクノゲキシュ ルミノフラクス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/058&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_058.png,トリガーユニット,ブラントゲート,サイバロイド,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,C,ウスダヒロ,-,ここで撃ち落さなきゃ、皆が安心して眠れないから！,"Light-flux Bowman, Luminoflux","https://cardfight.fandom.com/wiki/Light-flux_Bowman,_Luminoflux",VGE-DZ-SS16,DZ-SS16/058
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/059,討究の打擲 ブライトリム,（トウキュウノチョウチャク ブライトリム）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/059&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_059.png,トリガーユニット,ブラントゲート,サイバロイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,フロントトリガー＋10000,スタンダード,C,ぴよ,-,脆いな。構成物質を改修せよ。,"Analysis Thrashing, Brightrim","https://cardfight.fandom.com/wiki/Analysis_Thrashing,_Brightrim",VGE-DZ-SS16,DZ-SS16/059
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/060,真空放電の揮い手,（シンクウホウデンノニナイテ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/060&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_060.png,トリガーユニット,ブラントゲート,サイバーフェアリー,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,C,パトリシア,（【治】はデッキに合計４枚まで入れられる）,おいで。ビリっと直したげる！,Waving Hand of Vacuum Discharge,https://cardfight.fandom.com/wiki/Waving_Hand_of_Vacuum_Discharge,VGE-DZ-SS16,DZ-SS16/060
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/061,整弓の騎士 サヴァルフ,（セイキュウノキシ サヴァルフ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/061&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_061.png,トリガーユニット,ケテルサンクチュアリ,エルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,タダ,-,一撃で貫けぬなら、重ねて放てばよいだけだ。,"Knight of Orderly Bow, Llyvarch","https://cardfight.fandom.com/wiki/Knight_of_Orderly_Bow,_Llyvarch",VGE-DZ-SS16,DZ-SS16/061
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/062,アキュムレーション・セージ,（アキュムレーション・セージ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/062&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_062.png,トリガーユニット,ケテルサンクチュアリ,ヒューマン,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,C,しん,-,幸運？違うね。この結果は必定さ。,Accumulation Sage,https://cardfight.fandom.com/wiki/Accumulation_Sage,VGE-DZ-SS16,DZ-SS16/062
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/063,しゃるがおん,（シャルガオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/063&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_063.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,フロントトリガー＋10000,スタンダード,C,オサフネオウジ,-,ご主人と共に、敵を目掛けて一直線！,Shargaon,https://cardfight.fandom.com/wiki/Shargaon,VGE-DZ-SS16,DZ-SS16/063
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/064,爽琴の騎士 リクラ,（ソウキンノキシ リクラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/064&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_064.png,トリガーユニット,ケテルサンクチュアリ,エンジェル,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,C,ばにら,（【治】はデッキに合計４枚まで入れられる）,天使の琴が奏でるは、心解きほぐす癒しの旋律。,"Knight of Clarion Strings, Rikula","https://cardfight.fandom.com/wiki/Knight_of_Clarion_Strings,_Rikula",VGE-DZ-SS16,DZ-SS16/064
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/065,ティアーナイト コスタス,（ティアーナイト コスタス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/065&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_065.png,トリガーユニット,ストイケイア,アクアロイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,桂福蔵,-,お前はここでッ！藻屑と消えろッ！！,"Tear Knight, Costas","https://cardfight.fandom.com/wiki/Tear_Knight,_Costas",VGE-DZ-SS16,DZ-SS16/065
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/066,散撃のブレイブ・シューター,（サンゲキノブレイブ・シューター）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/066&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_066.png,トリガーユニット,ストイケイア,アクアロイド,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,C,刀彼方,-,これだけ叩き込めば、文句は出ないだろう？,Scattered Strike Brave Shooter,https://cardfight.fandom.com/wiki/Scattered_Strike_Brave_Shooter,VGE-DZ-SS16,DZ-SS16/066
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/067,ティアーナイト カイキリア,（ティアーナイト カイキリア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/067&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_067.png,トリガーユニット,ストイケイア,アクアロイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,フロントトリガー＋10000,スタンダード,C,OHSE,-,乾坤一擲の大斬撃が、膠着した戦況を覆す。,"Tear Knight, Kaikilia","https://cardfight.fandom.com/wiki/Tear_Knight,_Kaikilia",VGE-DZ-SS16,DZ-SS16/067
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/068,戦場の歌姫 ドルセア,（バトルセイレーン ドルセア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/068&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_068.png,トリガーユニット,ストイケイア,マーメイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,C,ひたきえり,（【治】はデッキに合計４枚まで入れられる）,大海に歌声が響く限り、正義が折れることはない。,"Battle Siren, Dorcea","https://cardfight.fandom.com/wiki/Battle_Siren,_Dorcea",VGE-DZ-SS16,DZ-SS16/068
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/069,ゆったりふわふわお嬢様 ホーデリーフェ,（フラフィ・レディ ホーデリーフェ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/069&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_069.png,トリガーユニット,リリカルモナステリオ,マーメイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,なないち雲丹,-,ふわりと優しい波の鼓動に、あなたの♡は陥落寸前。,"Fluffy Lady, Godelieve","https://cardfight.fandom.com/wiki/Fluffy_Lady,_Godelieve",VGE-DZ-SS16,DZ-SS16/069
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/070,止まぬ歓声に応えて ダーチェ,（アンサラー・アンコール ダーチェ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/070&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_070.png,トリガーユニット,リリカルモナステリオ,マーメイド,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,C,霜月友,-,お前たちっ！アンコールよ！泣いて喜びなさい！,"Answerer Encore, Daatje","https://cardfight.fandom.com/wiki/Answerer_Encore,_Daatje",VGE-DZ-SS16,DZ-SS16/070
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/071,飛び出せ最前線 ヒセラ,（ポップアウト・フロントライン ヒセラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/071&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_071.png,トリガーユニット,リリカルモナステリオ,マーメイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,フロントトリガー＋10000,スタンダード,C,とくまろ,-,う～！いぇいっ♪,"Pop Out Front Line, Gisela","https://cardfight.fandom.com/wiki/Pop_Out_Front_Line,_Gisela",VGE-DZ-SS16,DZ-SS16/071
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/072,清適の歌姫 ショルシーナ,（セイテキノウタヒメ ショルシーナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/072&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_072.png,トリガーユニット,リリカルモナステリオ,マーメイド,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,C,ももしき,（【治】はデッキに合計４枚まで入れられる）,それじゃ、疲れた顔したキミの為に歌ってあげる。,"Diva of Ataraxia, Georgina","https://cardfight.fandom.com/wiki/Diva_of_Ataraxia,_Georgina",VGE-DZ-SS16,DZ-SS16/072
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP01,天輪神竜 ニルヴァーナ・バガヴァーン,（テンリンシンリュウ ニルヴァーナ・バガヴァーン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP01&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_073.png,ノーマルユニット,ドラゴンエンパイア,フレイムドラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,15thSP,©VG15th　イラスト／ひと和,【起】【(V)】【ターン1回】：【コスト】[手札から１枚捨てる]ことで、あなたのドロップから、「トリクスタ」と〈プレアドラゴン〉をそれぞれ１枚まで選び、(R)にコールする。【起】【(V)】【ターン1回】：【コスト】[【ソウルブラスト】(2)]することで、相手のリアガードを１枚選び、退却させる。【自】【(V)】【ターン1回】：このユニットがアタックした時、【コスト】[【カウンターブラスト】(1)]することで、以下を１つ行う。・【クロスオーバードレス】状態のあなたのリアガードを１枚選び、【スタンド】させる。・このターンにあなたがペルソナライドしているなら、それぞれ別名の【クロスオーバードレス】状態のあなたのリアガードを望む枚数選び、【スタンド】させる。,-,"Chakrabarthi Deity Dragon, Nirvana Bagarvan","https://cardfight.fandom.com/wiki/Chakrabarthi_Deity_Dragon,_Nirvana_Bagarvan",VGE-DZ-SS16,DZ-SS16/LG01
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP02,祈り紡ぐ焔の巫女 レイユ,（イノリツムグホムラノミコ レイユ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP02&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_074.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,15thSP,©VG15th　イラスト／ひと和,【自】：このユニットが「ニルヴァーナ」を含むグレード３にライドされた時、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から７枚見て、「焔の巫女」を含むカードか、〈タリスマン〉か〈プレアドラゴン〉を１枚まで選び、公開して手札に加え、山札をシャッフルする。,-,"Weaving Prayers Blaze Maiden, Reiyu","https://cardfight.fandom.com/wiki/Weaving_Prayers_Blaze_Maiden,_Reiyu",VGE-DZ-SS16,DZ-SS16/LG21
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP03,巡り逢う焔の巫女 リノ,（メグリアウホムラノミコ リノ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP03&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_075.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,15thSP,©VG15th　イラスト／ひと和,【自】：このユニットがグレード０からライドして登場した時、【コスト】[ライドデッキから「ニルヴァーナ」を含むグレード３を１枚公開する]ことで、あなたの山札から「トリクスタ」を１枚まで探し、公開して手札に加え、山札をシャッフルする。,-,"Reunion Blaze Maiden, Rino","https://cardfight.fandom.com/wiki/Reunion_Blaze_Maiden,_Rino",VGE-DZ-SS16,DZ-SS16/LG22
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP04,サンライト・エッグ,（サンライト・エッグ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP04&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_076.png,ノーマルユニット,ドラゴンエンパイア,フレイムドラゴン,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,15thSP,©VG15th　デザイン／ひと和　イラスト／ひじ,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,-,Sunlight Egg,https://cardfight.fandom.com/wiki/Sunlight_Egg,VGE-DZ-SS16,DZ-SS16/LG23
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP05,クロノジェット・ドラゴン,（クロノジェット・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP05&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_077.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ,-,スタンダード,15thSP,©VG15th　デザイン／伊藤彰　イラスト／モレシャン　icon:MAMEX,【永】：このカードはあなたのクレストゾーンに「エネルギージェネレーター」以外のカードがない場合のみライドできる。【永】【(V)】：あなたは【超越】でき、あなたのターン中、あなたの表のGゾーンが１枚以上なら、あなたの前列のユニットすべてのパワー＋5000。３枚以上なら、＋5000ではなく＋10000。【自】【(V)】：あなたのGユニットが【超越】した時、相手のリアガードを１枚選び、山札の下に置く。選ばなかったなら、１枚引く。【自】【(V)】【Gブレイク】(2)：このユニットがヴァンガードにアタックした時、「クロノジェット」を含むあなたのバインドゾーン１枚につき、そのバトル中、このユニットのパワー＋5000。そのバトル中、相手は手札からグレード１以上を(G)にコールできない。【クロノアイコン】,-,Chronojet Dragon,https://cardfight.fandom.com/wiki/Chronojet_Dragon_(Fighter_Icon),VGE-DZ-SS16,DZ-SS16/LG05
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP06,スモークギア・ドラゴン,（スモークギア・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP06&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_078.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,15thSP,©VG15th　デザイン／Eel　イラスト／獏狗　icon:MAMEX,【自】：このユニットがクロノアイコンを含むグレード３にライドされた時、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札からグレード３を１枚まで探し、公開して手札に加え、山札をシャッフルする。【永】【(R)/(G)】【Gブレイク】(1)：あなたのヴァンガードがクロノアイコンを持つなら、このユニットのパワー＋5000/シールド＋5000。【クロノアイコン】,-,Smokegear Dragon,https://cardfight.fandom.com/wiki/Smokegear_Dragon_(Fighter_Icon),VGE-DZ-SS16,DZ-SS16/LG24
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/15thSP07,メーザーギア・ドラゴン,（メーザーギア・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/15thSP07&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_079.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,15thSP,©VG15th　イラスト／イシバシヨウスケ　icon:MAMEX,【自】：このユニットがクロノアイコンを持つグレード０からライドして登場した時、【コスト】[ライドデッキからクロノアイコンを持つグレード３を１枚公開する]ことで、２枚引き、あなたの手札から１枚選び、山札の下に置く。【起】【ドロップ】：あなたのヴァンガードがクロノアイコンを持ち、相手のヴァンガードがグレード３以上なら、【コスト】[ライドデッキにしたこのカードをライドデッキに表で置く]ことで、あなたのリアガードを１枚選び、山札の下に置き、あなたの山札から、選ばれたカードのグレード＋１のユニットカードを１枚まで探し、(R)にコールし、そのターン中、パワー＋5000。山札をシャッフルする。【クロノアイコン】,-,Masergear Dragon,https://cardfight.fandom.com/wiki/Masergear_Dragon_(Fighter_Icon),VGE-DZ-SS16,DZ-SS16/LG25
