expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR16,命運懸ける興起の防壁,（ヴァイタライズ・クイーンズシールド）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR16&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_181.png,ブリッツオーダー,ダークステイツ,クイーンズオーダー,グレード 1,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,三登いつき,あなたのヴァンガードが「アルカサル」を含むならプレイできる！このカードをソウルに置く。【ソウルチャージ】(1)してよい。その後、あなたのソウルから【超】以外の、守護者を持たないユニットカードを１枚まで選び、(G)にコールし、そのバトル中、シールド＋5000。「リアルア」を含むユニットをコールしたなら、＋5000ではなく＋10000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR17,アームド・アームズ “StR”,（アームド・アームズ “ストロングライト”）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR17&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_182.png,ノーマルユニット,ブラントゲート,ワーカロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,Quily,【永】【(V)】：このユニットが「アームド・アームズ “StL”」と「アームド・アームズ “StR”」を着装しているなら、このユニットのクリティカル＋１。【自】【(V)/(R)】 ：このユニットがアタックした時、あなたのヴァンガードが「シルエット」を含むなら、そのバトル中、このユニットのパワー＋5000。さらに【コスト】[【カウンターブラスト】(1)]することで、相手のリアガードを１枚選び、退却させる。【自】：このユニットがインターセプトした時、あなたのヴァンガードが「シルエット」を含むグレード３以上なら、そのバトル中、このユニットのシールド＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR18,クアドルポール・サーキュラー,（クアドルポール・サーキュラー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR18&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_183.png,ノーマルユニット,ブラントゲート,サイバーゴーレム,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,小澤彩音,【自】：このユニットが手札から(R)に登場した時、いずれかの呪縛カードか、あなたのオーダーゾーンにセットオーダーがあるなら、【コスト】[【カウンターブラスト】(1)]することで、グレード２以上の相手のリアガードを１枚選び、退却させる。【永】【(R)/(G)】：相手のバインドゾーンが２枚以上か、あなたのオーダーゾーンにセットオーダーが２枚以上なら、このユニットのシールド＋5000し、相手のヴァンガードがグレード３以上なら、さらにパワー＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR19,トルクエダーム・ドラゴン,（トルクエダーム・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR19&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_184.png,ノーマルユニット,ブラントゲート,サイバードラゴン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,yuukoo009,【永】【手札】：あなたが【超越】のコストを払う際、このカードをグレード３として捨ててよい。【自】：このユニットが(R)に登場した時、あなたが「オルターエゴ・メサイア」のクレストを持つなら、【コスト】[【カウンターブラスト】(1)]することで、１枚引き、【ソウルチャージ】(1)。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR20,葬空死団 クラール・ズィーレン,（ブルーデスター クラール・ズィーレン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR20&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_185.png,ノーマルユニット,ブラントゲート,バトロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,ひがし,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「葬空死団」を含むグレード３以上で、このターンにあなたのカードがカードの能力であなたのオーダーゾーンに置かれていないなら、【コスト】[【エネルギーブラスト】(3)]することで、あなたの、山札かドロップからグレード３の作戦カードを１枚まで探し、オーダーゾーンに置き、山札から探したなら、山札をシャッフルする。【永】【(R)】：あなたのターン中、あなたのヴァンガードが「アーヴァガルダ」を含むグレード３以上なら、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR21,龍樹の落胤 カイズ・カイツール,（リュウジュノラクイン カイズ・カイツール）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR21&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_186.png,ノーマルユニット,ブラントゲート,ヒュドラグルム,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,カエルDX,【自】：このユニットが(R)に登場した時、【コスト】[【エネルギーブラスト】(3)]することで、あなたの山札から「マスク・オブ・ヒュドラグルム」を１枚まで探し、公開して手札に加え、山札をシャッフルする。【起】【(R)】：【コスト】[【カウンターブラスト】(1)，このユニットをバインドする]ことで、龍樹マーカーのないあなたの(R)を１つ選び、龍樹マーカーを１つ置く。あなたの山札を上から７枚見て、「マスクス」か「グリフォギィラ」を含む、カードを１枚まで選び、公開して手札に加え、山札をシャッフルする。この能力で山札を見る際、あなたのバインドゾーンにこのカードと同名のカードが１枚以下なら、７枚ではなくすべて見る。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR22,アームド・アームズ “StL”,（アームド・アームズ “ストロングレフト”）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR22&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_187.png,ノーマルユニット,ブラントゲート,ワーカロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,Quily,【自】【(V)/(R)】：このユニットがアタックした時、あなたのヴァンガードが「シルエット」を含むなら、【コスト】[【カウンターブラスト】(1)]することで、以下を１つ行う。・１枚引く。・このユニットが「アームド・アームズ “StL”」と「アームド・アームズ “StR”」を着装しているなら、あなたの山札を上から３枚見て、１枚選び、手札に加え、１枚選び、ソウルに置き、残りを山札の下に置く。【自】：このユニットがインターセプトした時、あなたのヴァンガードが「シルエット」を含むグレード３以上なら、そのバトル中、このユニットのシールド＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR23,毒液怪獣 メルドロ,（ドクエキカイジュウ メルドロ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR23&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_188.png,ノーマルユニット,ブラントゲート,エイリアン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,七片藍,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「怪獣」を含むなら、あなたのドロップから「怪獣」を含むユニットカードを１枚選び、あなたのソウルに置いてよい。【永】【(R)】：あなたのターン中、あなたのヴァンガードがグレード３以上で、あなたのオーダーゾーンに研究が２枚以上なら、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR24,虚実の双刀 デコヒルレス,（キョジツノソウトウ デコヒルレス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR24&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_189.png,ノーマルユニット,ブラントゲート,サイバロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,柄本基克,【永】【(R)/(G)】：いずれかの呪縛カードがあるなら、このユニットのパワー＋5000/シールド＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR25,コンフロント・ジェットガンナー,（コンフロント・ジェットガンナー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR25&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_190.png,ノーマルユニット,ブラントゲート,バトロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,saikoro,【自】：このユニットが手札から(R)に登場した時、あなたのヴァンガードがグレード３以上で、このユニットと同名のあなたの他のリアガードがいないなら、【コスト】[【エネルギーブラスト】(3)]することで、そのターン中、このユニットのパワー＋10000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR26,滅殺作戦：怒討,（メッサツサクセン：ドトウ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR26&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_191.png,セットオーダー,ブラントゲート,作戦,グレード 3,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,かんくろう,【自】：あなたのターンにこのカードが手札から捨てられた時、あなたのヴァンガードが「葬空死団」を含むなら、このカードをオーダーゾーンに置く。【自】：このカードがオーダーゾーンからソウルに置かれた時、相手のヴァンガードがグレード３以上なら、「マスクス」を含むグレード３以上のあなたのヴァンガードを１枚選び、そのターン中、『【自】【(V)】【ターン1回】：このユニットがこのユニットの能力で【スタンド】した時、【コスト】[【カウンターブラスト】(1)]することで、あなたの前列のリアガードを１枚選び、【スタンド】させる。』を与える。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR27,柳刺の星霧騎士 ピッキィ,（リュウシノネビュラナイト ピッキィ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR27&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_192.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,三登いつき,【自】：あなたのメインフェイズにこのユニットが(R)に登場した時、あなたのライドデッキから「星霧騎士」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「星霧騎士」を含むグレード３以上なら、【コスト】[【エネルギーブラスト】(3)]することで、１枚引く。相手のヴァンガードがグレード２以上なら、そのターン中、このユニットは『【自】【(R)】【ターン1回】：このユニットがアタックした時、あなたの山札を上から１枚見て、山札の上か下に置く。』を得て、パワー＋5000。【永】【(R)】：あなたのヴァンガードが「星霧騎士」を含むなら、このユニットは相手のカードの効果で選べない。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR28,匡救の騎士 アグウィサンス,（キョウキュウノキシ アグウィサンス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR28&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_193.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,キリタチ,【永】：あなたのヴァンガードが《ロイヤルパラディン》のみに属するなら、このカードは《ロイヤルパラディン》のみに属する。【自】：このユニットが手札から(R)に登場した時、あなたのヴァンガードが「アルフレッド」を含むグレード３以上なら、そのターン中、このユニットのパワー＋2000。さらにこのターンにあなたが【カウンターチャージ】していないなら、【コスト】[【ソウルブラスト】(2)]することで、【カウンターチャージ】(1)。【永】【(R)】：あなたのヴァンガードが《ロイヤルパラディン》のみに属するなら、このユニットは『インターセプト』を得て、後列からでもインターセプトできる。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR29,剣勢の騎士 カーディフ,（ケンセイノキシ カーディフ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR29&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_194.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,よも,【永】【(R)/(G)】：あなたのヴァンガードが「ルアン」を含むグレード３以上なら、このユニットのパワー＋5000/シールド＋5000。【自】【(R)/ドロップ】：あなたのバトルフェイズに「ルアンマリス」を含むグレード３以上のヴァンガードが登場した時、【コスト】[このカードを山札の下に置く]ことで、そのターン中、そのユニットに『【自】【(V)】：あなたのドライブチェックでノーマルユニットが出た時、そのカードをバインドしてよい。そうしたなら、そのカードを手札に加え、この能力を失う。』を与える。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR30,ディヴァインシスター くろすたーた,（ディヴァインシスター クロスタータ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR30&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_195.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,つくねね,【自】：このユニットが手札から(R)に登場した時、あなたのヴァンガードが「ディヴァインシスター」を含むなら、あなたの山札を上から３枚見て、あなたのヴァンガードのグレード以下の、このユニットと別名の「ディヴァインシスター」を含むカードを１枚まで選び、(R)にコールし、残りを山札の下に望む順で置く。【自】【後列の(R)】【ターン1回】：このユニットと同じ縦列の「ディヴァインシスター」を含むあなたのリアガードがアタックした時、あなたのヴァンガードがグレード３以上なら、そのターン中、そのアタックしたユニットのパワー＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR31,竜刻魔道士 ファームナッハ,（ドラグウィザード ファームナッハ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR31&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_196.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,イラスト／菊屋シロウ　icon:MAMEX,【永】【(R)】【Gブレイク】(2)儀式５：このユニットは相手のカードの効果で選べず、パワー＋5000。あなたのヴァンガードが「オグマ」を含むグレード４なら、あなたのカードの能力のコストでこのユニットを退却させる際、２枚分として退却させてよい。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR32,ディヴァインシスター かぬれ,（ディヴァインシスター カヌレ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR32&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_197.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FR,満水,【永】【(R)】：あなたのターン中、あなたのヴァンガードが「ディヴァインシスター」を含むなら、このユニットのパワー＋5000。【自】【(R)】【ターン1回】：このユニットが「ディヴァインシスター」を含むあなたのカードの効果で【スタンド】した時、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から１枚見て、山札の上か下に置く。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR33,機略の騎士 ナシャラント,（キリャクノキシ ナシャラント）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR33&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_198.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,OHSE,【自】：このカードがあなたのドライブチェックで出た時、あなたのヴァンガードが「ルアン」を含むグレード３以上なら、このカードをユニットのいない後列の(R)にコールしてよい。【起】【(R)】：あなたのヴァンガードが「ルアン」を含むグレード３以上なら、【コスト】[このユニットをソウルに置く]ことで、あなたのドロップから守護者を持たないノーマルユニットを１枚選び、山札の下に置く。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR34,水斬の星霧騎士 カナクス,（スイザンノネビュラナイト カナクス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR34&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_199.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,辰馬大助,【自】【(R)/ドロップ】：あなたのエンドフェイズに「コーレアニス」を含むグレード３以上のあなたのリアガードが退却した時、【コスト】[(R)かドロップから、このカードと同名のカードを合計２枚バインドする]ことで、【カウンターチャージ】(1)。【永】【(G)】：あなたのヴァンガードが「星霧騎士」を含むなら、このユニットのシールド＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR35,りーがおん,（リーガオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR35&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_200.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,しな,【永】【(R)】：このユニットと同名のあなたの他のリアガードがいなくて、あなたのＧゾーンにカードがないなら、あなたの(G)の《ロイヤルパラディン》のみに属するグレード３以上のユニットすべてのシールド＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR36,夏汪のルヴァルグロス,（カオウノルヴァルグロス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR36&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_201.png,ノーマルユニット,ストイケイア,フォレストドラゴン/舞羅主疾,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,なかざき冬,【自】【(R)】：このユニットがヴァンガードにアタックした時、あなたのヴァンガードが「エスタシオン」を含むグレード３以上なら、そのバトル中、このユニットのパワー＋5000し、そのバトル終了時、このユニットを退却させ、１枚引く。【自】：このユニットが(G)に置かれた時、あなたの舞羅主疾・トークンがいるなら、相手のリアガードを１枚選び、そのターン中、そのユニットの元々のパワーを5000にする。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR37,深淵霊域 オルガディ,（ディープランズ オルガディ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR37&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_202.png,ノーマルユニット,ストイケイア,ゾンビ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,douzen,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「深淵霊域」を含むなら、【コスト】[【カウンターブラスト】(1)か手札から１枚ソウルに置く]ことで、１枚引き、あなたのヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。【永】【(G)】：あなたのヴァンガードが「深淵霊域」を含むなら、このユニットのシールド＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR38,ブラジェオンバッファロー,（ブラジェオンバッファロー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR38&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_203.png,ノーマルユニット,ストイケイア,ワービースト,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,ナブランジャ,【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが「スカイルーラー」を含むグレード３以上なら、そのバトル中、このユニットのパワー＋5000。あなたのドロップが15枚以上で、このターンにこのユニットがあなたのヴァンガードの能力で【スタンド】しているなら、＋5000ではなく＋15000。【自】【(R)】【ターン1回】：このユニットが「スカイルーラー」を含むグレード３以上のあなたのヴァンガードの能力で【スタンド】した時、このユニットと同名のあなたの他のリアガードがいなくて、このターンにあなたがペルソナライドしているなら、そのターン中、このユニットのクリティカル＋１。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR39,森の奥の安息,（モリノオクノアンソク）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR39&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_204.png,ブリッツオーダー,ストイケイア,-,グレード 2,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,豆沢,【コスト】[【ソウルブラスト】(1)]することでプレイできる！アタックされているユニットを１枚選び、そのバトル中、パワー＋10000。そのバトル中、あなたは『あなたの(G)のノーマルユニットすべてのシールド＋5000。』を得る。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR40,深淵霊域 ジャルナザーク,（ディープランズ ジャルナザーク）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR40&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_205.png,ノーマルユニット,ストイケイア,ゾンビ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,©大円坊 真／小学館　デザイン／大円坊真　イラスト／IWAO,【起】【ドロップ】【ターン1回】：あなたのオーダーゾーンに「深淵より溢れよ、不死の霊域」があるなら、【コスト】[【ソウルブラスト】(1)]することで、このカードをユニットのいない(R)にコールする。【自】【(R)】：このユニットがグレード３以上にアタックした時、このターンにあなたのユニットがカードの能力で退却しているなら、そのバトル中、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR41,冷然のブレイブ・シューター,（レイゼンノブレイブ・シューター）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR41&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_206.png,ノーマルユニット,ストイケイア,アクアロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,pupps,【自】：このユニットが(G)に置かれた時、このターン４回目以降のバトルなら、【コスト】[【エネルギーブラスト】(3)]することで、そのバトル中、このユニットは『【自】：このユニットが(G)から退却した時、このカードをソウルに置いてよい。』を得て、シールド＋10000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR42,コンサベーション・エルフ,（コンサベーション・エルフ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR42&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_207.png,ノーマルユニット,ストイケイア,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,田口美穂,【自】：このユニットが(G)に置かれた時、あなたの舞羅主疾・トークンがいるなら、そのバトル中、このユニットのシールド＋5000。あなたのプラントゲージが８枚以上なら、【コスト】[【ソウルブラスト】(1)]することで、＋5000ではなく＋15000。,-
ブースターパック 【DZ-BT12】 「冥淵葬空」 2025/12/26(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、モンスターストライク,287,DZ-BT12/FR43,ブリスクマステリッド,（ブリスクマステリッド）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT12/FR43&expansion=287&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT12/dzbt12_208.png,ノーマルユニット,ストイケイア,ワービースト,グレード 1,パワー 5000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,セキメロウ,【起】【ドロップ】：【コスト】[【ソウルブラスト】(1)，このカードをバインドする]ことで、「スカイルーラー」を含むグレード３以上のあなたのヴァンガードを１枚選び、そのターン中、次にそのユニットが元々持つ【起】能力のコストで払う【カウンターブラスト】は(1)減る。,-
